Producto;Tiendas;Categoría;Precio;Envío;Año;Fecha;Vendedor;Lugar de Compra;Calificación;Método de pago;Cantidad de cuotas;lat;lon
Ajedrez de madera;1;Juguetes;375000;44000;2023;20-03-2023;Izabela de León;Bucaramanga;5;Tarjeta de crédito;6;712539;-731198
Muñeca bebé;1;Juguetes;509000;31000;2022;04-10-2022;Rafael Acosta;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Guitarra eléctrica;1;Instrumentos musicales;8411000;472000;2022;10-05-2022;Lucas Olivera;Bogotá;1;Tarjeta de crédito;4;460971;-7408175
Kit de bancas;1;Muebles;3360000;161000;2021;13-03-2021;Maria Alfonso;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Cubo mágico 8x8;1;Juguetes;205000;15000;2022;27-02-2022;Maria Alfonso;Medellín;5;Nequi;1;625184;-7556359
Batería;1;Instrumentos musicales;9116000;489000;2022;13-09-2022;Pedro Gomez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Set de vasos;1;Artículos para el hogar;324000;21000;2020;23-07-2020;Felipe Santos;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Armario;1;Muebles;4738000;311000;2023;26-01-2023;Izabela de León;Bogotá;4;Tarjeta de crédito;3;460971;-7408175
Refrigerador;1;Electrodomésticos;18793000;983000;2022;14-05-2022;Juliana Costa;Bogotá;3;Tarjeta de débito;1;460971;-7408175
Cubo mágico 8x8;1;Juguetes;117000;0;2021;20-08-2021;Juliana Costa;Cali;5;Tarjeta de crédito;9;343722;-765225
Pandereta;1;Instrumentos musicales;877000;51000;2022;07-03-2022;Juliana Costa;Medellín;1;Tarjeta de crédito;3;625184;-7556359
Guitarra acústica;1;Instrumentos musicales;2876000;160000;2021;24-07-2021;Beatriz Morales;Bogotá;1;Tarjeta de crédito;2;460971;-7408175
Batería;1;Instrumentos musicales;6538000;350000;2022;15-10-2022;Mariana Herrera;Bogotá;3;Tarjeta de crédito;1;460971;-7408175
Bicicleta;1;Deportes y diversión;6631000;335000;2022;07-05-2022;Lucas Olivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Iphone 15;1;Electrónicos;15904000;829000;2020;24-01-2020;Felipe Santos;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Lavadora de ropa;1;Electrodomésticos;15739000;886000;2020;04-04-2020;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
Smart TV;1;Electrónicos;12785000;683000;2022;04-06-2022;Blanca Ramirez;Bogotá;4;Tarjeta de crédito;4;460971;-7408175
TV LED UHD 4K;1;Electrónicos;24300000;1298000;2022;10-11-2022;Juan Fernandez;Bogotá;1;Tarjeta de crédito;1;460971;-7408175
Auriculares;1;Electrónicos;958000;53000;2020;14-01-2020;Camila Rivera;Bogotá;1;Tarjeta de crédito;5;460971;-7408175
Carrito de control remoto;1;Juguetes;780000;23000;2021;21-03-2021;Blanca Ramirez;Cali;5;Nequi;1;343722;-765225
Cubertería;1;Artículos para el hogar;353000;0;2021;26-03-2021;Izabela de León;Bogotá;5;Nequi;1;460971;-7408175
Mesa de comedor;1;Muebles;1603000;92000;2020;25-10-2020;Lucas Olivera;Bogotá;4;Nequi;1;460971;-7408175
Lavavajillas;1;Electrodomésticos;10028000;541000;2022;06-02-2022;Juan Fernandez;Bogotá;5;Nequi;1;460971;-7408175
Smartwatch;1;Electrónicos;1412000;57000;2020;18-09-2020;Izabela de León;Bogotá;5;Tarjeta de crédito;5;460971;-7408175
Cama box;1;Muebles;3234000;154000;2020;21-07-2020;Rafael Acosta;Barranquilla;5;Tarjeta de crédito;6;1096854;-7478132
Modelado predictivo;1;Libros;737000;21000;2022;13-03-2022;Mariana Herrera;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Cubertería;1;Artículos para el hogar;571000;36000;2023;21-01-2023;Blanca Ramirez;Santa Marta;5;Tarjeta de crédito;3;1124079;-7419904
Mesa de comedor;1;Muebles;2186000;123000;2021;21-02-2021;Lucas Olivera;Cali;1;Nequi;1;343722;-765225
Dashboards con Power BI;1;Libros;307000;0;2023;01-02-2023;Beatriz Morales;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Refrigerador;1;Electrodomésticos;20055000;1050000;2021;24-08-2021;Ángel Rodriguez;Cali;5;Tarjeta de crédito;4;343722;-765225
Vaso térmico;1;Deportes y diversión;667000;17000;2022;17-10-2022;Izabela de León;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Kit de bancas;1;Muebles;2432000;111000;2020;05-08-2020;Beatriz Morales;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Smart TV;1;Electrónicos;12003000;646000;2021;04-05-2021;Santiago Silva;Manizales;2;Tarjeta de crédito;10;506889;-7551738
Cubo mágico 8x8;1;Juguetes;186000;0;2022;08-02-2022;Juan Fernandez;Cartagena;4;Nequi;1;1039972;-7551444
Armario;1;Muebles;4884000;264000;2020;09-06-2020;Camila Rivera;Cartagena;1;Tarjeta de crédito;1;1039972;-7551444
Batería;1;Instrumentos musicales;7565000;405000;2022;03-09-2022;Pedro Gomez;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Vaso térmico;1;Deportes y diversión;552000;33000;2022;31-12-2022;Mariana Herrera;Bogotá;5;Nequi;1;460971;-7408175
Iniciando en programación;1;Libros;601000;14000;2020;18-07-2020;Ángel Rodriguez;Bogotá;5;Nequi;1;460971;-7408175
Lavadora de ropa;1;Electrodomésticos;12674000;657000;2020;14-01-2020;Lucas Olivera;Cali;3;Tarjeta de crédito;5;343722;-765225
Mesa de comedor;1;Muebles;3389000;187000;2022;10-02-2022;Pedro Gomez;Bogotá;5;Nequi;1;460971;-7408175
Smartwatch;1;Electrónicos;1481000;112000;2022;19-07-2022;Rafael Acosta;Bogotá;1;Tarjeta de crédito;7;460971;-7408175
Silla de oficina;1;Muebles;4757000;260000;2021;22-10-2021;Mariana Herrera;Cali;5;Tarjeta de crédito;6;343722;-765225
Bicicleta;1;Deportes y diversión;3621000;199000;2022;04-11-2022;Ángel Rodriguez;Medellín;4;Nequi;1;625184;-7556359
Estufa;1;Electrodomésticos;5032000;292000;2020;29-05-2020;Juliana Costa;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
Guitarra acústica;1;Instrumentos musicales;3014000;142000;2020;25-10-2020;Juliana Costa;Cali;4;Tarjeta de crédito;1;343722;-765225
Juego de mesa;1;Juguetes;1979000;139000;2022;12-04-2022;Pedro Gomez;Medellín;1;Nequi;1;625184;-7556359
Mesa de noche;1;Muebles;3123000;173000;2022;27-02-2022;Lucas Olivera;Medellín;5;Nequi;1;625184;-7556359
Modelado predictivo;1;Libros;506000;9000;2020;13-02-2020;Mariana Herrera;Barranquilla;1;Tarjeta de crédito;4;1096854;-7478132
Cama box;1;Muebles;3203000;152000;2021;19-07-2021;Blanca Ramirez;Bogotá;5;Nequi;1;460971;-7408175
Set de ollas;1;Artículos para el hogar;872000;105000;2023;29-03-2023;Ángel Rodriguez;Bogotá;3;Tarjeta de crédito;1;460971;-7408175
Estufa;1;Electrodomésticos;5931000;298000;2020;04-02-2020;Maria Alfonso;Bogotá;3;Nequi;1;460971;-7408175
Cama king;1;Muebles;7353000;448000;2021;03-08-2021;Felipe Santos;Medellín;5;Tarjeta de crédito;4;625184;-7556359
Guitarra acústica;1;Instrumentos musicales;2939000;159000;2022;06-05-2022;Felipe Santos;Bogotá;5;Nequi;1;460971;-7408175
Muñeca bebé;1;Juguetes;463000;29000;2020;20-03-2020;Blanca Ramirez;Bogotá;5;Nequi;1;460971;-7408175
Sofá reclinable;1;Muebles;7400000;376000;2020;20-08-2020;Santiago Silva;Medellín;5;Cupón;1;625184;-7556359
Cubertería;1;Artículos para el hogar;469000;0;2020;04-07-2020;Izabela de León;Pereira;5;Tarjeta de crédito;4;481333;-7569611
Asistente virtual;1;Electrónicos;1262000;72000;2022;15-10-2022;Rafael Acosta;Cali;1;Tarjeta de crédito;1;343722;-765225
Mesa de comedor;1;Muebles;1763000;76000;2020;11-12-2020;Ángel Rodriguez;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Carrito de control remoto;1;Juguetes;661000;17000;2021;03-09-2021;Izabela de León;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Cama box;1;Muebles;7412000;399000;2021;06-06-2021;Maria Alfonso;Barranquilla;5;Tarjeta de crédito;1;1096854;-7478132
Dinosaurio Rex;1;Juguetes;217000;24000;2022;21-10-2022;Mariana Herrera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Cuerda para saltar;1;Deportes y diversión;178000;78000;2022;22-04-2022;Juan Fernandez;Bogotá;4;Cupón;1;460971;-7408175
Batería;1;Instrumentos musicales;10215000;578000;2021;20-02-2021;Juliana Costa;Medellín;5;Nequi;1;625184;-7556359
Iphone 15;1;Electrónicos;25398000;1334000;2022;01-07-2022;Maria Alfonso;Bogotá;4;Tarjeta de crédito;8;460971;-7408175
Modelado predictivo;1;Libros;685000;18000;2020;11-02-2020;Felipe Santos;Bogotá;1;Nequi;1;460971;-7408175
TV LED UHD 4K;1;Electrónicos;26426000;1389000;2021;25-03-2021;Rafael Acosta;Bucaramanga;5;Nequi;1;712539;-731198
Celular ABXY;1;Electrónicos;9737000;522000;2022;26-01-2022;Blanca Ramirez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Guitarra acústica;1;Instrumentos musicales;3508000;169000;2020;21-09-2020;Maria Alfonso;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Cama king;1;Muebles;7705000;392000;2021;04-07-2021;Maria Alfonso;Bogotá;1;Nequi;1;460971;-7408175
Sillón;1;Muebles;2270000;103000;2021;25-11-2021;Juliana Costa;Cartagena;5;Tarjeta de crédito;1;1039972;-7551444
Mochila;1;Deportes y diversión;1079000;39000;2021;03-10-2021;Mariana Herrera;Bogotá;1;Tarjeta de crédito;1;460971;-7408175
Lavadora de ropa;1;Electrodomésticos;14822000;794000;2023;12-02-2023;Maria Alfonso;Bogotá;2;Tarjeta de crédito;3;460971;-7408175
TV LED UHD 4K;1;Electrónicos;17326000;925000;2021;03-10-2021;Santiago Silva;Bogotá;1;Nequi;1;460971;-7408175
Refrigerador;1;Electrodomésticos;24064000;1285000;2021;06-02-2021;Izabela de León;Medellín;1;Nequi;1;625184;-7556359
Microondas;1;Electrodomésticos;3411000;164000;2022;16-08-2022;Lucas Olivera;Bogotá;4;Tarjeta de crédito;3;460971;-7408175
Smartwatch;1;Electrónicos;1552000;65000;2022;16-01-2022;Santiago Silva;Medellín;5;Tarjeta de crédito;5;625184;-7556359
Auriculares;1;Electrónicos;655000;37000;2021;30-05-2021;Maria Alfonso;Riohacha;1;Tarjeta de crédito;2;1154444;-7290722
Cubertería;1;Artículos para el hogar;378000;0;2020;05-04-2020;Santiago Silva;Pereira;5;Nequi;1;481333;-7569611
Silla de oficina;1;Muebles;2723000;127000;2020;19-03-2020;Blanca Ramirez;Cartagena;3;Tarjeta de crédito;2;1039972;-7551444
Asistente virtual;1;Electrónicos;2195000;122000;2020;25-02-2020;Santiago Silva;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Iphone 15;1;Electrónicos;21100000;1105000;2021;20-06-2021;Beatriz Morales;Medellín;5;Nequi;1;625184;-7556359
Batería;1;Instrumentos musicales;4064000;275000;2022;21-12-2022;Ángel Rodriguez;Cali;5;Tarjeta de crédito;10;343722;-765225
Smart TV;1;Electrónicos;15899000;828000;2021;27-07-2021;Maria Alfonso;Bogotá;5;Nequi;1;460971;-7408175
Auriculares;1;Electrónicos;1443000;149000;2022;11-02-2022;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;5;460971;-7408175
Ajedrez de madera;1;Juguetes;372000;0;2020;08-12-2020;Ángel Rodriguez;Medellín;3;Tarjeta de crédito;3;625184;-7556359
Batería;1;Instrumentos musicales;4909000;268000;2021;09-07-2021;Beatriz Morales;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Mesa de centro;1;Muebles;1361000;54000;2020;23-02-2020;Mariana Herrera;Riohacha;5;Tarjeta de crédito;6;1154444;-7290722
Iphone 15;1;Electrónicos;23325000;1289000;2021;11-05-2021;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Estufa;1;Electrodomésticos;7629000;408000;2020;07-12-2020;Beatriz Morales;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
Auriculares;1;Electrónicos;698000;19000;2022;19-04-2022;Pedro Gomez;Pereira;1;Tarjeta de crédito;10;481333;-7569611
Olla de presión;1;Artículos para el hogar;956000;33000;2022;24-11-2022;Rafael Acosta;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Cama king;1;Muebles;9724000;520000;2020;14-05-2020;Juliana Costa;Bogotá;5;Nequi;1;460971;-7408175
Set de ollas;1;Artículos para el hogar;917000;31000;2021;14-09-2021;Juliana Costa;Cali;5;Nequi;1;343722;-765225
Cubertería;1;Artículos para el hogar;584000;13000;2021;26-08-2021;Lucas Olivera;Cali;1;Tarjeta de crédito;2;343722;-765225
Guitarra acústica;1;Instrumentos musicales;4264000;232000;2020;28-05-2020;Lucas Olivera;Bucaramanga;5;Tarjeta de crédito;3;712539;-731198
Ciencia de datos con Python;1;Libros;453000;31000;2023;22-03-2023;Santiago Silva;Riohacha;5;Tarjeta de crédito;5;1154444;-7290722
Sofá reclinable;1;Muebles;7128000;382000;2021;05-02-2021;Ángel Rodriguez;Cali;4;Tarjeta de crédito;1;343722;-765225
Sillón;1;Muebles;2392000;109000;2020;21-09-2020;Izabela de León;Bogotá;5;Tarjeta de crédito;9;460971;-7408175
Armario;1;Muebles;4548000;246000;2022;09-09-2022;Mariana Herrera;Cúcuta;5;Tarjeta de crédito;1;789391;-7250782
Set de ollas;1;Artículos para el hogar;1905000;83000;2020;16-01-2020;Rafael Acosta;Cali;4;Tarjeta de crédito;1;343722;-765225
Balón de voleibol;1;Deportes y diversión;581000;78000;2022;06-06-2022;Rafael Acosta;Bogotá;5;Tarjeta de crédito;6;460971;-7408175
Cama box;1;Muebles;5452000;349000;2021;03-05-2021;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;7;460971;-7408175
Armario;1;Muebles;5140000;256000;2022;27-07-2022;Maria Alfonso;Medellín;1;Tarjeta de crédito;5;625184;-7556359
Cama box;1;Muebles;3113000;170000;2021;31-01-2021;Beatriz Morales;Medellín;4;Nequi;1;625184;-7556359
Smart TV;1;Electrónicos;16870000;957000;2020;08-03-2020;Rafael Acosta;Medellín;5;Nequi;1;625184;-7556359
Cubertería;1;Artículos para el hogar;494000;33000;2021;18-11-2021;Blanca Ramirez;Barranquilla;5;Tarjeta de crédito;2;1096854;-7478132
Dashboards con Power BI;1;Libros;385000;23000;2022;16-09-2022;Maria Alfonso;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
TV LED UHD 4K;1;Electrónicos;28775000;1514000;2020;15-11-2020;Izabela de León;Santa Marta;3;Tarjeta de crédito;5;1124079;-7419904
Cama king;1;Muebles;4583000;248000;2020;12-01-2020;Mariana Herrera;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Cubertería;1;Artículos para el hogar;344000;20000;2021;15-03-2021;Felipe Santos;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Bloques de construcción;1;Juguetes;370000;22000;2020;31-03-2020;Santiago Silva;Bogotá;1;Nequi;1;460971;-7408175
TV LED UHD 4K;1;Electrónicos;23949000;1257000;2022;15-12-2022;Camila Rivera;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Balón de baloncesto;1;Deportes y diversión;680000;38000;2020;17-06-2020;Rafael Acosta;Cúcuta;2;Cupón;1;789391;-7250782
Cama king;1;Muebles;9067000;489000;2023;18-01-2023;Lucas Olivera;Bogotá;1;Tarjeta de crédito;2;460971;-7408175
Set de vasos;1;Artículos para el hogar;324000;0;2021;13-10-2021;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Cubertería;1;Artículos para el hogar;530000;35000;2021;04-08-2021;Lucas Olivera;Pereira;5;Tarjeta de crédito;9;481333;-7569611
Juego de mesa;1;Juguetes;1353000;76000;2022;11-07-2022;Juliana Costa;Medellín;5;Tarjeta de crédito;5;625184;-7556359
Estufa;1;Electrodomésticos;6430000;345000;2021;29-12-2021;Juan Fernandez;Santa Marta;5;Tarjeta de crédito;6;1124079;-7419904
Mesa de centro;1;Muebles;1210000;67000;2023;20-03-2023;Santiago Silva;Bogotá;5;Tarjeta de crédito;7;460971;-7408175
Iniciando en programación;1;Libros;468000;0;2020;19-03-2020;Ángel Rodriguez;Bogotá;5;Nequi;1;460971;-7408175
Estufa;1;Electrodomésticos;4456000;239000;2022;16-03-2022;Camila Rivera;Armenia;4;Tarjeta de crédito;2;453389;-7568111
Armario;1;Muebles;4627000;228000;2021;31-07-2021;Juliana Costa;Bogotá;5;Nequi;1;460971;-7408175
Silla de oficina;1;Muebles;3542000;199000;2022;10-12-2022;Izabela de León;Bogotá;3;Tarjeta de crédito;10;460971;-7408175
Bloques de construcción;1;Juguetes;242000;0;2022;30-09-2022;Santiago Silva;Cúcuta;5;Tarjeta de crédito;1;789391;-7250782
Vaso térmico;1;Deportes y diversión;284000;19000;2021;25-04-2021;Ángel Rodriguez;Soacha;4;Tarjeta de crédito;5;457937;-7421682
Smartwatch;1;Electrónicos;1405000;57000;2020;07-04-2020;Pedro Gomez;Bogotá;4;Nequi;1;460971;-7408175
Iniciando en programación;1;Libros;423000;26000;2022;28-07-2022;Ángel Rodriguez;Bucaramanga;5;Nequi;1;712539;-731198
Batería;1;Instrumentos musicales;6279000;338000;2023;11-03-2023;Beatriz Morales;Pereira;1;Tarjeta de crédito;2;481333;-7569611
Tablet ABXY;1;Electrónicos;15063000;784000;2021;24-09-2021;Maria Alfonso;Cali;1;Tarjeta de crédito;2;343722;-765225
Sofá reclinable;1;Muebles;6773000;368000;2023;03-02-2023;Mariana Herrera;Santa Marta;5;Tarjeta de crédito;1;1124079;-7419904
Ciencia de datos con Python;1;Libros;543000;11000;2022;19-07-2022;Lucas Olivera;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Batería;1;Instrumentos musicales;8819000;451000;2021;06-04-2021;Santiago Silva;Barranquilla;1;Tarjeta de crédito;10;1096854;-7478132
Bicicleta;1;Deportes y diversión;5008000;249000;2022;17-08-2022;Felipe Santos;Cali;5;Nequi;1;343722;-765225
Bloques de construcción;1;Juguetes;424000;72000;2020;06-10-2020;Mariana Herrera;Bogotá;5;Cupón;1;460971;-7408175
Tablet ABXY;1;Electrónicos;7430000;401000;2020;02-04-2020;Felipe Santos;Bogotá;4;Cupón;1;460971;-7408175
Cubo mágico 8x8;1;Juguetes;96000;0;2020;20-11-2020;Camila Rivera;Pereira;1;Tarjeta de crédito;10;481333;-7569611
Guitarra acústica;1;Instrumentos musicales;4199000;280000;2021;09-09-2021;Lucas Olivera;Medellín;5;Tarjeta de crédito;1;625184;-7556359
TV LED UHD 4K;1;Electrónicos;25516000;1405000;2023;24-02-2023;Pedro Gomez;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
Estufa;1;Electrodomésticos;8625000;441000;2020;01-09-2020;Maria Alfonso;Medellín;5;Tarjeta de crédito;3;625184;-7556359
Mochila;1;Deportes y diversión;962000;98000;2021;16-04-2021;Beatriz Morales;Bogotá;4;Nequi;1;460971;-7408175
Mesa de centro;1;Muebles;1269000;49000;2020;06-11-2020;Izabela de León;Neiva;2;Tarjeta de crédito;1;29273;-7528189
TV LED UHD 4K;1;Electrónicos;23902000;1279000;2020;28-06-2020;Beatriz Morales;Pereira;5;Tarjeta de crédito;3;481333;-7569611
Impresora;1;Electrónicos;2728000;150000;2022;01-04-2022;Santiago Silva;Medellín;5;Tarjeta de crédito;5;625184;-7556359
Microondas;1;Electrodomésticos;4275000;209000;2020;30-03-2020;Beatriz Morales;Medellín;1;Tarjeta de crédito;1;625184;-7556359
Dinosaurio Rex;1;Juguetes;208000;98000;2020;25-10-2020;Blanca Ramirez;Bogotá;5;Tarjeta de crédito;7;460971;-7408175
Guitarra eléctrica;1;Instrumentos musicales;9277000;498000;2021;09-07-2021;Izabela de León;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Set de vasos;1;Artículos para el hogar;211000;0;2023;11-03-2023;Juliana Costa;Bogotá;4;Nequi;1;460971;-7408175
Auriculares;1;Electrónicos;1021000;36000;2022;14-03-2022;Lucas Olivera;Bogotá;1;Nequi;1;460971;-7408175
Balón de baloncesto;1;Deportes y diversión;675000;40000;2023;29-03-2023;Beatriz Morales;Barranquilla;3;Tarjeta de crédito;8;1096854;-7478132
Iniciando en programación;1;Libros;426000;25000;2021;03-03-2021;Juan Fernandez;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
Set de ollas;1;Artículos para el hogar;1892000;83000;2022;22-12-2022;Lucas Olivera;Bogotá;5;Nequi;1;460971;-7408175
Batería;1;Instrumentos musicales;8965000;481000;2021;15-05-2021;Santiago Silva;Cali;4;Tarjeta de crédito;5;343722;-765225
Silla de oficina;1;Muebles;4068000;199000;2022;31-08-2022;Maria Alfonso;Medellín;4;Tarjeta de crédito;2;625184;-7556359
Auriculares con micrófono;1;Electrónicos;2355000;128000;2022;07-04-2022;Pedro Gomez;Manizales;4;Cupón;1;506889;-7551738
Carrito de control remoto;1;Juguetes;739000;43000;2022;19-11-2022;Pedro Gomez;Cartagena;5;Tarjeta de crédito;1;1039972;-7551444
Pandereta;1;Instrumentos musicales;476000;29000;2022;12-07-2022;Maria Alfonso;Pereira;5;Tarjeta de crédito;10;481333;-7569611
Estufa;1;Electrodomésticos;6972000;375000;2020;18-02-2020;Juan Fernandez;Barranquilla;3;Tarjeta de crédito;1;1096854;-7478132
Mesa de comedor;1;Muebles;3742000;203000;2021;08-03-2021;Juliana Costa;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
TV LED UHD 4K;1;Electrónicos;21412000;1122000;2022;06-06-2022;Rafael Acosta;Bogotá;1;Tarjeta de crédito;10;460971;-7408175
Armario;1;Muebles;5017000;269000;2021;02-12-2021;Juan Fernandez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Cubo mágico 8x8;1;Juguetes;78000;9000;2020;10-10-2020;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Auriculares;1;Electrónicos;1289000;116000;2022;08-03-2022;Izabela de León;Medellín;2;Tarjeta de crédito;1;625184;-7556359
Microondas;1;Electrodomésticos;8170000;417000;2021;23-11-2021;Juliana Costa;Bogotá;5;Tarjeta de débito;1;460971;-7408175
Refrigerador;1;Electrodomésticos;21422000;1123000;2020;23-02-2020;Maria Alfonso;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Refrigerador;1;Electrodomésticos;18791000;1005000;2020;16-09-2020;Camila Rivera;Cali;1;Tarjeta de crédito;1;343722;-765225
Bicicleta;1;Deportes y diversión;7194000;387000;2021;22-02-2021;Juliana Costa;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Set de ollas;1;Artículos para el hogar;1575000;171000;2020;23-01-2020;Maria Alfonso;Medellín;5;Tarjeta de crédito;10;625184;-7556359
Smartwatch;1;Electrónicos;1336000;73000;2021;06-12-2021;Mariana Herrera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
